,state,action,reward,new_state,terminal
451,"(0.10605879873037338, 0.6155286431312561, 0.0014611956430599093, -0.015600410848855974, 0.0028223574161529543, 0.0003035533940419555, 1.96810781955719, -0.16254419088363647)","[-1, -1]",-3.82657822610012,"(-0.04550163075327873, 0.6257224082946777, 0.004472584463655949, -0.015156042948365213, 0.001019376516342163, 0.00030113888205960396, 1.868107795715332, -0.16952550411224365)",False
452,"(-0.04550163075327873, 0.6257224082946777, 0.004472584463655949, -0.015156042948365213, 0.001019376516342163, 0.00030113888205960396, 1.868107795715332, -0.16952550411224365)","[1, 0]",-3.7762944103618437,"(-0.1851516216993332, 0.6244643926620483, 0.0073307109996676445, -0.013964999094605447, -0.00012580156326293945, 0.0002858126536011696, 1.96810781955719, -0.16952550411224365)",False
453,"(-0.1851516216993332, 0.6244643926620483, 0.0073307109996676445, -0.013964999094605447, -0.00012580156326293945, 0.0002858126536011696, 1.96810781955719, -0.16952550411224365)","[1, -1]",-3.7478886304254018,"(-0.31533607840538025, 0.6190567016601562, 0.010040327906608582, -0.013018445670604707, -0.000540769100189209, 0.0002709616906940937, 2.068107843399048, -0.17650681734085083)",False
454,"(-0.31533607840538025, 0.6190567016601562, 0.010040327906608582, -0.013018445670604707, -0.000540769100189209, 0.0002709616906940937, 2.068107843399048, -0.17650681734085083)","[1, 0]",-3.8178834364310448,"(-0.44930699467658997, 0.6145286560058594, 0.01275687851011753, -0.013397091627120973, -0.0004528045654296875, 0.00027165506035089495, 2.168107748031616, -0.17650681734085083)",False
455,"(-0.44930699467658997, 0.6145286560058594, 0.01275687851011753, -0.013397091627120973, -0.0004528045654296875, 0.00027165506035089495, 2.168107748031616, -0.17650681734085083)","[0, 1]",-3.7896274183259773,"(-0.6075441241264343, 0.6093583703041077, 0.015743225812911987, -0.015823712944984438, -0.000517028570175171, 0.0002986347302794457, 2.168107748031616, -0.16952550411224365)",False
456,"(-0.6075441241264343, 0.6093583703041077, 0.015743225812911987, -0.015823712944984438, -0.000517028570175171, 0.0002986347302794457, 2.168107748031616, -0.16952550411224365)","[1, -1]",-3.5915251427847426,"(-0.8056269884109497, 0.592892587184906, 0.019206032156944275, -0.01980828642845154, -0.001646578311920166, 0.00034628063440322876, 2.2681076526641846, -0.17650681734085083)",False
457,"(-0.8056269884109497, 0.592892587184906, 0.019206032156944275, -0.01980828642845154, -0.001646578311920166, 0.00034628063440322876, 2.2681076526641846, -0.17650681734085083)","[0, 1]",-3.6165860768330194,"(-1.0391643047332764, 0.5491856336593628, 0.02308318205177784, -0.023353731632232668, -0.004370695352554322, 0.0003877149894833565, 2.2681076526641846, -0.16952550411224365)",False
458,"(-1.0391643047332764, 0.5491856336593628, 0.02308318205177784, -0.023353731632232668, -0.004370695352554322, 0.0003877149894833565, 2.2681076526641846, -0.16952550411224365)","[1, 1]",-3.342730250847091,"(-1.2801785469055176, 0.4668251872062683, 0.026981880888342857, -0.024101424217224124, -0.008236044645309448, 0.0003898698836565018, 2.368107557296753, -0.16254419088363647)",False
459,"(-1.2801785469055176, 0.4668251872062683, 0.026981880888342857, -0.024101424217224124, -0.008236044645309448, 0.0003898698836565018, 2.368107557296753, -0.16254419088363647)","[0, -1]",-3.0815174421458664,"(-1.4922057390213013, 0.3468051254749298, 0.030378149822354317, -0.02120271921157837, -0.01200200617313385, 0.00033962689340114597, 2.368107557296753, -0.16952550411224365)",False
460,"(-1.4922057390213013, 0.3468051254749298, 0.030378149822354317, -0.02120271921157837, -0.01200200617313385, 0.00033962689340114597, 2.368107557296753, -0.16952550411224365)","[0, 1]",-2.9572704196811594,"(-1.6522669792175293, 0.20053336024284363, 0.032924070954322815, -0.016006124019622803, -0.01462717652320862, 0.00025459211319684983, 2.368107557296753, -0.16254419088363647)",False
461,"(-1.6522669792175293, 0.20053336024284363, 0.032924070954322815, -0.016006124019622803, -0.01462717652320862, 0.00025459211319684983, 2.368107557296753, -0.16254419088363647)","[1, 0]",-2.6288616961705498,"(-1.7587475776672363, 0.03959878906607628, 0.03457077220082283, -0.010648059844970704, -0.016093457117676735, 0.00016467012465000154, 2.4681074619293213, -0.16254419088363647)",False
462,"(-1.7587475776672363, 0.03959878906607628, 0.03457077220082283, -0.010648059844970704, -0.016093457117676735, 0.00016467012465000154, 2.4681074619293213, -0.16254419088363647)","[-1, -1]",-2.4721335830227935,"(-1.8180469274520874, -0.13224534690380096, 0.035394735634326935, -0.005929934978485108, -0.017184413596987726, 8.239634335041047e-05, 2.368107557296753, -0.16952550411224365)",False
463,"(-1.8180469274520874, -0.13224534690380096, 0.035394735634326935, -0.005929934978485108, -0.017184413596987726, 8.239634335041047e-05, 2.368107557296753, -0.16952550411224365)","[-1, -1]",-2.337320690968243,"(-1.8252825736999512, -0.3168092370033264, 0.03532842919230461, -0.000723564624786377, -0.018456389009952546, -6.630644202232361e-06, 2.2681076526641846, -0.17650681734085083)",False
464,"(-1.8252825736999512, -0.3168092370033264, 0.03532842919230461, -0.000723564624786377, -0.018456389009952546, -6.630644202232361e-06, 2.2681076526641846, -0.17650681734085083)","[0, -1]",-2.222499796326739,"(-1.7598868608474731, -0.5119580030441284, 0.03408733382821083, 0.006539571285247803, -0.019514876604080203, -0.00012410953640937806, 2.2681076526641846, -0.183488130569458)",False
465,"(-1.7598868608474731, -0.5119580030441284, 0.03408733382821083, 0.006539571285247803, -0.019514876604080203, -0.00012410953640937806, 2.2681076526641846, -0.183488130569458)","[1, 1]",-2.181107870087572,"(-1.6000679731369019, -0.7050769329071045, 0.03136155754327774, 0.01598188877105713, -0.01931189298629761, -0.000272577628493309, 2.368107557296753, -0.17650681734085083)",False
466,"(-1.6000679731369019, -0.7050769329071045, 0.03136155754327774, 0.01598188877105713, -0.01931189298629761, -0.000272577628493309, 2.368107557296753, -0.17650681734085083)","[1, -1]",-2.0489620846992382,"(-1.3412877321243286, -0.8755449652671814, 0.02707456424832344, 0.025878024101257325, -0.017046803236007692, -0.00042869932949543, 2.4681074619293213, -0.183488130569458)",False
467,"(-1.3412877321243286, -0.8755449652671814, 0.02707456424832344, 0.025878024101257325, -0.017046803236007692, -0.00042869932949543, 2.4681074619293213, -0.183488130569458)","[0, 0]",-2.22635964399046,"(-1.0033133029937744, -1.0030046701431274, 0.02149115316569805, 0.03379744291305542, -0.012745970487594606, -0.000558341108262539, 2.4681074619293213, -0.183488130569458)",False
468,"(-1.0033133029937744, -1.0030046701431274, 0.02149115316569805, 0.03379744291305542, -0.012745970487594606, -0.000558341108262539, 2.4681074619293213, -0.183488130569458)","[1, 1]",-2.3549484207045044,"(-0.6242209076881409, -1.0746629238128662, 0.015143589116632938, 0.037909239530563354, -0.007165825366973877, -0.0006347564049065113, 2.5681073665618896, -0.17650681734085083)",False
469,"(-0.6242209076881409, -1.0746629238128662, 0.015143589116632938, 0.037909239530563354, -0.007165825366973877, -0.0006347564049065113, 2.5681073665618896, -0.17650681734085083)","[1, -1]",-2.584369774113566,"(-0.24898074567317963, -1.088679552078247, 0.008677491918206215, 0.037524016201496126, -0.001401662826538086, -0.0006466097198426724, 2.668107271194458, -0.183488130569458)",False
470,"(-0.24898074567317963, -1.088679552078247, 0.008677491918206215, 0.037524016201496126, -0.001401662826538086, -0.0006466097198426724, 2.668107271194458, -0.183488130569458)","[-1, -1]",-3.005852828195779,"(0.08266562223434448, -1.0544594526290894, 0.0026838083285838366, 0.03316463679075241, 0.0034220099449157717, -0.0005993683589622378, 2.5681073665618896, -0.19046944379806519)",False
471,"(0.08266562223434448, -1.0544594526290894, 0.0026838083285838366, 0.03316463679075241, 0.0034220099449157717, -0.0005993683589622378, 2.5681073665618896, -0.19046944379806519)","[1, -1]",-3.2548882050734265,"(0.3483942151069641, -0.9897704720497131, -0.0024744030088186264, 0.026572859287261965, 0.006468898057937622, -0.0005158211337402463, 2.668107271194458, -0.19745075702667236)",False
472,"(0.3483942151069641, -0.9897704720497131, -0.0024744030088186264, 0.026572859287261965, 0.006468898057937622, -0.0005158211337402463, 2.668107271194458, -0.19745075702667236)","[0, -1]",-3.644380758408631,"(0.5507895946502686, -0.9134925007820129, -0.006775980349630117, 0.020239537954330446, 0.00762779712677002, -0.00043015773408114913, 2.668107271194458, -0.20443207025527954)",False
473,"(0.5507895946502686, -0.9134925007820129, -0.006775980349630117, 0.020239537954330446, 0.00762779712677002, -0.00043015773408114913, 2.668107271194458, -0.20443207025527954)","[1, 1]",-3.9117008457638884,"(0.711342990398407, -0.8366137742996216, -0.010471395216882229, 0.016055339574813844, 0.007687872648239136, -0.00036954148672521117, 2.7681071758270264, -0.19745075702667236)",False
474,"(0.711342990398407, -0.8366137742996216, -0.010471395216882229, 0.016055339574813844, 0.007687872648239136, -0.00036954148672521117, 2.7681071758270264, -0.19745075702667236)","[1, 0]",-4.099783580380799,"(0.8511416912078857, -0.7588313817977905, -0.013821178115904331, 0.013979870080947877, 0.007778239250183106, -0.00033497828990221025, 2.8681070804595947, -0.19745075702667236)",False
475,"(0.8511416912078857, -0.7588313817977905, -0.013821178115904331, 0.013979870080947877, 0.007778239250183106, -0.00033497828990221025, 2.8681070804595947, -0.19745075702667236)","[0, 1]",-4.340446782182809,"(0.9745370149612427, -0.6750741600990295, -0.0168626606464386, 0.012339532375335693, 0.0083757221698761, -0.00030414825305342675, 2.8681070804595947, -0.19046944379806519)",False
476,"(0.9745370149612427, -0.6750741600990295, -0.0168626606464386, 0.012339532375335693, 0.0083757221698761, -0.00030414825305342675, 2.8681070804595947, -0.19046944379806519)","[1, 0]",-4.42324219550279,"(1.07340669631958, -0.5857399106025696, -0.01945670135319233, 0.009886968135833741, 0.008933424949645996, -0.0002594040706753731, 2.968106985092163, -0.19046944379806519)",False
477,"(1.07340669631958, -0.5857399106025696, -0.01945670135319233, 0.009886968135833741, 0.008933424949645996, -0.0002594040706753731, 2.968106985092163, -0.19046944379806519)","[1, 1]",-4.641980306901408,"(1.148169994354248, -0.49862968921661377, -0.021576782688498497, 0.007476329803466797, 0.008711022138595582, -0.00021200813353061676, 3.0681068897247314, -0.183488130569458)",False
478,"(1.148169994354248, -0.49862968921661377, -0.021576782688498497, 0.007476329803466797, 0.008711022138595582, -0.00021200813353061676, 3.0681068897247314, -0.183488130569458)","[-1, -1]",-4.777911230242868,"(1.2199145555496216, -0.4188583493232727, -0.02349066361784935, 0.007174456119537354, 0.007977133989334107, -0.00019138809293508532, 2.968106985092163, -0.19046944379806519)",False
479,"(1.2199145555496216, -0.4188583493232727, -0.02349066361784935, 0.007174456119537354, 0.007977133989334107, -0.00019138809293508532, 2.968106985092163, -0.19046944379806519)","[1, 0]",-4.863621303768306,"(1.3145643472671509, -0.33779585361480713, -0.025556372478604317, 0.00946497917175293, 0.008106249570846559, -0.0002065708860754967, 3.0681068897247314, -0.19046944379806519)",False
480,"(1.3145643472671509, -0.33779585361480713, -0.025556372478604317, 0.00946497917175293, 0.008106249570846559, -0.0002065708860754967, 3.0681068897247314, -0.19046944379806519)","[-1, -1]",-5.073620940339628,"(1.431974172592163, -0.23557958006858826, -0.027791909873485565, 0.01174098253250122, 0.010221627354621888, -0.00022355373948812485, 2.968106985092163, -0.19745075702667236)",False
481,"(1.431974172592163, -0.23557958006858826, -0.027791909873485565, 0.01174098253250122, 0.010221627354621888, -0.00022355373948812485, 2.968106985092163, -0.19745075702667236)","[0, 1]",-5.2138820660454055,"(1.5340275764465332, -0.09772355854511261, -0.02968921698629856, 0.010205340385437012, 0.013785602152347566, -0.0001897307112812996, 2.968106985092163, -0.19046944379806519)",False
482,"(1.5340275764465332, -0.09772355854511261, -0.02968921698629856, 0.010205340385437012, 0.013785602152347566, -0.0001897307112812996, 2.968106985092163, -0.19046944379806519)","[1, 1]",-5.316812773806265,"(1.5687533617019653, 0.07023925334215164, -0.030528612434864044, 0.003472578525543213, 0.016796281188726427, -8.393954485654832e-05, 3.0681068897247314, -0.183488130569458)",False
483,"(1.5687533617019653, 0.07023925334215164, -0.030528612434864044, 0.003472578525543213, 0.016796281188726427, -8.393954485654832e-05, 3.0681068897247314, -0.183488130569458)","[1, 0]",-5.476656965190005,"(1.5086621046066284, 0.24567778408527374, -0.029912421479821205, -0.006009125709533692, 0.01754385307431221, 6.16190955042839e-05, 3.1681067943573, -0.183488130569458)",False
484,"(1.5086621046066284, 0.24567778408527374, -0.029912421479821205, -0.006009125709533692, 0.01754385307431221, 6.16190955042839e-05, 3.1681067943573, -0.183488130569458)","[0, -1]",-5.643449580022994,"(1.3647210597991943, 0.406675785779953, -0.027980701997876167, -0.014394104480743408, 0.016099800169467927, 0.0001931719481945038, 3.1681067943573, -0.19046944379806519)",False
485,"(1.3647210597991943, 0.406675785779953, -0.027980701997876167, -0.014394104480743408, 0.016099800169467927, 0.0001931719481945038, 3.1681067943573, -0.19046944379806519)","[1, -1]",-5.735895315351577,"(1.1629005670547485, 0.5460370182991028, -0.025104133412241936, -0.020182049274444582, 0.013936123251914978, 0.00028765685856342317, 3.268106698989868, -0.19745075702667236)",False
486,"(1.1629005670547485, 0.5460370182991028, -0.025104133412241936, -0.020182049274444582, 0.013936123251914978, 0.00028765685856342317, 3.268106698989868, -0.19745075702667236)","[1, 1]",-5.862474586992255,"(0.910462498664856, 0.6669942736625671, -0.021411042660474777, -0.02524380683898926, 0.012095725536346436, 0.0003693090751767159, 3.3681066036224365, -0.19046944379806519)",False
487,"(0.910462498664856, 0.6669942736625671, -0.021411042660474777, -0.02524380683898926, 0.012095725536346436, 0.0003693090751767159, 3.3681066036224365, -0.19046944379806519)","[-1, 0]",-5.783973776102894,"(0.590023934841156, 0.7660241723060608, -0.016681751236319542, -0.03204385638237, 0.009902989864349366, 0.00047292914241552357, 3.268106698989868, -0.19046944379806519)",False
488,"(0.590023934841156, 0.7660241723060608, -0.016681751236319542, -0.03204385638237, 0.009902989864349366, 0.00047292914241552357, 3.268106698989868, -0.19046944379806519)","[1, -1]",-5.573670698419716,"(0.1896875649690628, 0.8221795558929443, -0.010750112123787403, -0.040033636987209326, 0.005615538358688355, 0.0005931639112532139, 3.3681066036224365, -0.19745075702667236)",False
489,"(0.1896875649690628, 0.8221795558929443, -0.010750112123787403, -0.040033636987209326, 0.005615538358688355, 0.0005931639112532139, 3.3681066036224365, -0.19745075702667236)","[1, -1]",-5.52163763024235,"(-0.2605920433998108, 0.8060256242752075, -0.004016756545752287, -0.045027960836887364, -0.0016153931617736818, 0.0006733355578035117, 3.468106508255005, -0.20443207025527954)",False
490,"(-0.2605920433998108, 0.8060256242752075, -0.004016756545752287, -0.045027960836887364, -0.0016153931617736818, 0.0006733355578035117, 3.468106508255005, -0.20443207025527954)","[1, 0]",-5.387034621062408,"(-0.6839368343353271, 0.7018646001815796, 0.002453192602843046, -0.04233447909355164, -0.010416102409362794, 0.0006469949148595333, 3.5681064128875732, -0.20443207025527954)",False
491,"(-0.6839368343353271, 0.7018646001815796, 0.002453192602843046, -0.04233447909355164, -0.010416102409362794, 0.0006469949148595333, 3.5681064128875732, -0.20443207025527954)","[1, -1]",-5.102384362187458,"(-0.9919028878211975, 0.5239378213882446, 0.0073992470279335976, -0.03079660534858704, -0.017792677879333498, 0.0004946054425090552, 3.6681063175201416, -0.21141338348388672)",False
492,"(-0.9919028878211975, 0.5239378213882446, 0.0073992470279335976, -0.03079660534858704, -0.017792677879333498, 0.0004946054425090552, 3.6681063175201416, -0.21141338348388672)","[-1, 0]",-4.920521898654764,"(-1.1334943771362305, 0.31215032935142517, 0.010049916803836823, -0.014159148931503296, -0.021178749203681946, 0.0002650669775903225, 3.5681064128875732, -0.21141338348388672)",False
493,"(-1.1334943771362305, 0.31215032935142517, 0.010049916803836823, -0.014159148931503296, -0.021178749203681946, 0.0002650669775903225, 3.5681064128875732, -0.21141338348388672)","[0, -1]",-4.580070523902631,"(-1.1192901134490967, 0.10995390266180038, 0.01048574224114418, 0.001420426368713379, -0.02021964266896248, 4.358254373073578e-05, 3.5681064128875732, -0.2183946967124939)",False
494,"(-1.1192901134490967, 0.10995390266180038, 0.01048574224114418, 0.001420426368713379, -0.02021964266896248, 4.358254373073578e-05, 3.5681064128875732, -0.2183946967124939)","[-1, -1]",-4.504636746779594,"(-1.0022666454315186, -0.05855080857872963, 0.009404078125953674, 0.011702346801757814, -0.016850471124053003, -0.0001081664115190506, 3.468106508255005, -0.22537600994110107)",False
495,"(-1.0022666454315186, -0.05855080857872963, 0.009404078125953674, 0.011702346801757814, -0.016850471124053003, -0.0001081664115190506, 3.468106508255005, -0.22537600994110107)","[0, 0]",-4.454204645260694,"(-0.8314642906188965, -0.19458015263080597, 0.00748597364872694, 0.017080235481262206, -0.013602934405207635, -0.00019181044772267344, 3.468106508255005, -0.22537600994110107)",False
496,"(-0.8314642906188965, -0.19458015263080597, 0.00748597364872694, 0.017080235481262206, -0.013602934405207635, -0.00019181044772267344, 3.468106508255005, -0.22537600994110107)","[1, -1]",-4.436218187785142,"(-0.61702561378479, -0.3094775080680847, 0.0048925504088401794, 0.021443867683410646, -0.011489735543727876, -0.0002593423239886761, 3.5681064128875732, -0.23235732316970825)",False
497,"(-0.61702561378479, -0.3094775080680847, 0.0048925504088401794, 0.021443867683410646, -0.011489735543727876, -0.0002593423239886761, 3.5681064128875732, -0.23235732316970825)","[-1, 0]",-4.632163457023881,"(-0.3371070921421051, -0.40197044610977173, 0.0013304342282935977, 0.027991852164268496, -0.0092492938041687, -0.0003562116180546582, 3.468106508255005, -0.23235732316970825)",False
498,"(-0.3371070921421051, -0.40197044610977173, 0.0013304342282935977, 0.027991852164268496, -0.0092492938041687, -0.0003562116180546582, 3.468106508255005, -0.23235732316970825)","[1, 1]",-4.658735254117257,"(0.018268592655658722, -0.44933101534843445, -0.0033540979493409395, 0.035537568479776384, -0.004736056923866272, -0.0004684532177634537, 3.5681064128875732, -0.22537600994110107)",False
499,"(0.018268592655658722, -0.44933101534843445, -0.0033540979493409395, 0.035537568479776384, -0.004736056923866272, -0.0004684532177634537, 3.5681064128875732, -0.22537600994110107)","[1, 1]",-4.848916725526233,"(0.40715306997299194, -0.4230192005634308, -0.008601847104728222, 0.038888447731733326, 0.0026311814785003663, -0.0005247749155387283, 3.6681063175201416, -0.2183946967124939)",False
500,"(0.40715306997299194, -0.4230192005634308, -0.008601847104728222, 0.038888447731733326, 0.0026311814785003663, -0.0005247749155387283, 3.6681063175201416, -0.2183946967124939)","[1, 0]",-5.142360937272948,"(0.7420224547386169, -0.3164927065372467, -0.013193645514547825, 0.0334869384765625, 0.01065264940261841, -0.00045917984098196033, 3.76810622215271, -0.2183946967124939)",False
501,"(0.7420224547386169, -0.3164927065372467, -0.013193645514547825, 0.0334869384765625, 0.01065264940261841, -0.00045917984098196033, 3.76810622215271, -0.2183946967124939)","[-1, 0]",-5.540655758429904,"(0.9443216919898987, -0.15863747894763947, -0.015988575294613838, 0.020229923725128177, 0.015785522758960724, -0.0002794929780066013, 3.6681063175201416, -0.2183946967124939)",False
502,"(0.9443216919898987, -0.15863747894763947, -0.015988575294613838, 0.020229923725128177, 0.015785522758960724, -0.0002794929780066013, 3.6681063175201416, -0.2183946967124939)","[-1, -1]",-5.714891164402235,"(0.999946117401123, 0.002745815319940448, -0.016713961958885193, 0.005562442541122437, 0.016138329426757993, -7.253866642713547e-05, 3.5681064128875732, -0.22537600994110107)",False
503,"(0.999946117401123, 0.002745815319940448, -0.016713961958885193, 0.005562442541122437, 0.016138329426757993, -7.253866642713547e-05, 3.5681064128875732, -0.22537600994110107)","[-1, 1]",-5.865003583665519,"(0.9621375799179077, 0.1342175453901291, -0.016049673780798912, -0.0037808537483215335, 0.013147173007018865, 6.642881780862809e-05, 3.468106508255005, -0.2183946967124939)",False
504,"(0.9621375799179077, 0.1342175453901291, -0.016049673780798912, -0.0037808537483215335, 0.013147173007018865, 6.642881780862809e-05, 3.468106508255005, -0.2183946967124939)","[1, 0]",-5.782072642275673,"(0.8976481556892395, 0.2355988621711731, -0.014908880926668644, -0.0064489424228668215, 0.0101381316781044, 0.00011407928541302682, 3.5681064128875732, -0.2183946967124939)",False
505,"(0.8976481556892395, 0.2355988621711731, -0.014908880926668644, -0.0064489424228668215, 0.0101381316781044, 0.00011407928541302682, 3.5681064128875732, -0.2183946967124939)","[-1, 1]",-5.8953165070845,"(0.8294832110404968, 0.32696694135665894, -0.013629852794110775, -0.006816494464874268, 0.009136807918548585, 0.0001279028132557869, 3.468106508255005, -0.21141338348388672)",False
506,"(0.8294832110404968, 0.32696694135665894, -0.013629852794110775, -0.006816494464874268, 0.009136807918548585, 0.0001279028132557869, 3.468106508255005, -0.21141338348388672)","[0, 0]",-5.7603910566890395,"(0.7327519059181213, 0.4190826714038849, -0.011880499310791492, -0.00967313051223755, 0.009211573004722596, 0.00017493534833192827, 3.468106508255005, -0.21141338348388672)",False
507,"(0.7327519059181213, 0.4190826714038849, -0.011880499310791492, -0.00967313051223755, 0.009211573004722596, 0.00017493534833192827, 3.468106508255005, -0.21141338348388672)","[0, 0]",-5.765095390166296,"(0.5825374722480774, 0.49949198961257935, -0.009302452206611633, -0.015021443367004395, 0.008040931820869446, 0.0002578047104179859, 3.468106508255005, -0.21141338348388672)",False
508,"(0.5825374722480774, 0.49949198961257935, -0.009302452206611633, -0.015021443367004395, 0.008040931820869446, 0.0002578047104179859, 3.468106508255005, -0.21141338348388672)","[1, 1]",-5.725874952207112,"(0.396407812833786, 0.5481148958206177, -0.006118993274867535, -0.018612965941429138, 0.004862290620803834, 0.0003183458931744099, 3.5681064128875732, -0.20443207025527954)",False
509,"(0.396407812833786, 0.5481148958206177, -0.006118993274867535, -0.018612965941429138, 0.004862290620803834, 0.0003183458931744099, 3.5681064128875732, -0.20443207025527954)","[-1, 1]",-5.631047509402557,"(0.2226131558418274, 0.5625423789024353, -0.0030041448771953583, -0.01737946569919586, 0.0014427483081817629, 0.0003114848397672177, 3.468106508255005, -0.19745075702667236)",False
510,"(0.2226131558418274, 0.5625423789024353, -0.0030041448771953583, -0.01737946569919586, 0.0014427483081817629, 0.0003114848397672177, 3.468106508255005, -0.19745075702667236)","[1, 0]",-5.3624699076798965,"(0.0888899564743042, 0.562645435333252, -0.0003798424149863422, -0.01337231993675232, 1.030564308166504e-05, 0.0002624302462209016, 3.5681064128875732, -0.19745075702667236)",False
511,"(0.0888899564743042, 0.562645435333252, -0.0003798424149863422, -0.01337231993675232, 1.030564308166504e-05, 0.0002624302462209016, 3.5681064128875732, -0.19745075702667236)","[0, 1]",-5.344732991316659,"(-0.027367252856492996, 0.5685914754867554, 0.002025979571044445, -0.01162572093307972, 0.0005946040153503419, 0.00024058219860307873, 3.5681064128875732, -0.19046944379806519)",False
512,"(-0.027367252856492996, 0.5685914754867554, 0.002025979571044445, -0.01162572093307972, 0.0005946040153503419, 0.00024058219860307873, 3.5681064128875732, -0.19046944379806519)","[1, 0]",-5.182480842618815,"(-0.17172907292842865, 0.5773940086364746, 0.004832058679312468, -0.014436182007193566, 0.0008802533149719239, 0.00028060791082680226, 3.6681063175201416, -0.19046944379806519)",False
513,"(-0.17172907292842865, 0.5773940086364746, 0.004832058679312468, -0.014436182007193566, 0.0008802533149719239, 0.00028060791082680226, 3.6681063175201416, -0.19046944379806519)","[0, -1]",-5.162894589754112,"(-0.3581394553184509, 0.5647822618484497, 0.008247182704508305, -0.01864103823900223, -0.0012611746788024902, 0.0003415124025195837, 3.6681063175201416, -0.19745075702667236)",False
514,"(-0.3581394553184509, 0.5647822618484497, 0.008247182704508305, -0.01864103823900223, -0.0012611746788024902, 0.0003415124025195837, 3.6681063175201416, -0.19745075702667236)","[1, 1]",-5.108295306955214,"(-0.5471464395523071, 0.5103275775909424, 0.011737269349396229, -0.018900698423385622, -0.005445468425750733, 0.00034900866448879243, 3.76810622215271, -0.19046944379806519)",False
515,"(-0.5471464395523071, 0.5103275775909424, 0.011737269349396229, -0.018900698423385622, -0.005445468425750733, 0.00034900866448879243, 3.76810622215271, -0.19046944379806519)","[0, 0]",-4.9203009866924825,"(-0.678561270236969, 0.41854211688041687, 0.014450335875153542, -0.013141483068466187, -0.009178546071052552, 0.00027130665257573127, 3.76810622215271, -0.19046944379806519)",False
516,"(-0.678561270236969, 0.41854211688041687, 0.014450335875153542, -0.013141483068466187, -0.009178546071052552, 0.00027130665257573127, 3.76810622215271, -0.19046944379806519)","[1, 1]",-4.753861335247185,"(-0.7209312319755554, 0.3152567148208618, 0.01590590924024582, -0.004236996173858643, -0.010328540205955507, 0.00014555733650922775, 3.8681061267852783, -0.183488130569458)",False
517,"(-0.7209312319755554, 0.3152567148208618, 0.01590590924024582, -0.004236996173858643, -0.010328540205955507, 0.00014555733650922775, 3.8681061267852783, -0.183488130569458)","[1, 0]",-4.634025447685481,"(-0.688191294670105, 0.2267317771911621, 0.01625269651412964, 0.003273993730545044, -0.008852493762969971, 3.467872738838196e-05, 3.9681060314178467, -0.183488130569458)",False
518,"(-0.688191294670105, 0.2267317771911621, 0.01625269651412964, 0.003273993730545044, -0.008852493762969971, 3.467872738838196e-05, 3.9681060314178467, -0.183488130569458)","[1, -1]",-4.668972899128964,"(-0.6166391372680664, 0.16476815938949585, 0.015969470143318176, 0.007155215740203858, -0.006196361780166627, -2.832263708114624e-05, 4.068106174468994, -0.19046944379806519)",False
519,"(-0.6166391372680664, 0.16476815938949585, 0.015969470143318176, 0.007155215740203858, -0.006196361780166627, -2.832263708114624e-05, 4.068106174468994, -0.19046944379806519)","[0, 0]",-4.83386487582152,"(-0.5368240475654602, 0.12884056568145752, 0.015473326668143272, 0.00798150897026062, -0.003592759370803833, -4.961434751749039e-05, 4.068106174468994, -0.19046944379806519)",False
520,"(-0.5368240475654602, 0.12884056568145752, 0.015473326668143272, 0.00798150897026062, -0.003592759370803833, -4.961434751749039e-05, 4.068106174468994, -0.19046944379806519)","[-1, 1]",-4.865363636615728,"(-0.46832290291786194, 0.1150030717253685, 0.015035547316074371, 0.006850114464759827, -0.001383749395608902, -4.377793520689011e-05, 3.968106269836426, -0.183488130569458)",False
521,"(-0.46832290291786194, 0.1150030717253685, 0.015035547316074371, 0.006850114464759827, -0.001383749395608902, -4.377793520689011e-05, 3.968106269836426, -0.183488130569458)","[-1, 1]",-4.747612653839313,"(-0.42825618386268616, 0.11784384399652481, 0.014896401204168797, 0.004006671905517578, 0.00028407722711563114, -1.391461119055748e-05, 3.8681063652038574, -0.17650681734085083)",False
522,"(-0.42825618386268616, 0.11784384399652481, 0.014896401204168797, 0.004006671905517578, 0.00028407722711563114, -1.391461119055748e-05, 3.8681063652038574, -0.17650681734085083)","[-1, 1]",-4.6221011398886995,"(-0.42919158935546875, 0.12680011987686157, 0.015240438282489777, -9.354054927825929e-05, 0.0008956275880336762, 3.440370783209801e-05, 3.768106460571289, -0.16952550411224365)",False
523,"(-0.42919158935546875, 0.12680011987686157, 0.015240438282489777, -9.354054927825929e-05, 0.0008956275880336762, 3.440370783209801e-05, 3.768106460571289, -0.16952550411224365)","[-1, -1]",-4.4710148419238545,"(-0.4656374752521515, 0.12837088108062744, 0.016006315127015114, -0.003644588589668274, 0.00015707612037658692, 7.658768445253373e-05, 3.6681065559387207, -0.17650681734085083)",False
524,"(-0.4656374752521515, 0.12837088108062744, 0.016006315127015114, -0.003644588589668274, 0.00015707612037658692, 7.658768445253373e-05, 3.6681065559387207, -0.17650681734085083)","[1, 0]",-4.4356738414167936,"(-0.5130771994590759, 0.11664386838674545, 0.01685934327542782, -0.004743972420692444, -0.001172701269388199, 8.530281484127046e-05, 3.768106460571289, -0.17650681734085083)",False
