,state,action,reward,new_state,terminal
281,"(0.9545736908912659, 1.0376701354980469, -0.017705727368593216, -0.04022597670555115, 0.013050025701522827, 0.0006469450891017914, 1.7681077718734741, -0.08574970066547394)","[0, -1]",-3.6707913271489563,"(0.5381234884262085, 1.096401572227478, -0.010843995958566666, -0.04164502024650574, 0.005873143672943115, 0.0006861731410026551, 1.7681077718734741, -0.09273102134466171)",False
282,"(0.5381234884262085, 1.096401572227478, -0.010843995958566666, -0.04164502024650574, 0.005873143672943115, 0.0006861731410026551, 1.7681077718734741, -0.09273102134466171)","[1, 1]",-3.51210358043896,"(0.15219177305698395, 1.099065899848938, -0.0042508747428655624, -0.03859317153692246, 0.0002664327621459961, 0.0006593121215701103, 1.868107795715332, -0.08574970066547394)",False
283,"(0.15219177305698395, 1.099065899848938, -0.0042508747428655624, -0.03859317153692246, 0.0002664327621459961, 0.0006593121215701103, 1.868107795715332, -0.08574970066547394)","[-1, 1]",-3.231754824071879,"(-0.18971455097198486, 1.0612876415252686, 0.001842575496993959, -0.03419063240289688, -0.0037778258323669434, 0.0006093450239859522, 1.7681077718734741, -0.07876837998628616)",False
284,"(-0.18971455097198486, 1.0612876415252686, 0.001842575496993959, -0.03419063240289688, -0.0037778258323669434, 0.0006093450239859522, 1.7681077718734741, -0.07876837998628616)","[0, -1]",-2.816061207355237,"(-0.4839719831943512, 0.991134762763977, 0.007350718602538109, -0.029425743222236636, -0.00701528787612915, 0.000550814310554415, 1.7681077718734741, -0.08574970066547394)",False
285,"(-0.4839719831943512, 0.991134762763977, 0.007350718602538109, -0.029425743222236636, -0.00701528787612915, 0.000550814310554415, 1.7681077718734741, -0.08574970066547394)","[-1, -1]",-2.6576321783871375,"(-0.7208182215690613, 0.8939640522003174, 0.012106136418879032, -0.02368462383747101, -0.009717071056365968, 0.00047554178163409236, 1.6681077480316162, -0.09273102134466171)",False
286,"(-0.7208182215690613, 0.8939640522003174, 0.012106136418879032, -0.02368462383747101, -0.009717071056365968, 0.00047554178163409236, 1.6681077480316162, -0.09273102134466171)","[0, 0]",-2.4674243912812663,"(-0.8876329660415649, 0.779240071773529, 0.015896761789917946, -0.016681474447250367, -0.011472398042678834, 0.0003790625371038914, 1.6681077480316162, -0.09273102134466171)",False
287,"(-0.8876329660415649, 0.779240071773529, 0.015896761789917946, -0.016681474447250367, -0.011472398042678834, 0.0003790625371038914, 1.6681077480316162, -0.09273102134466171)","[-1, -1]",-2.2575419142180104,"(-0.9806466102600098, 0.6609282493591309, 0.01862781122326851, -0.009301364421844482, -0.01183118224143982, 0.0002731049433350563, 1.5681077241897583, -0.09971234202384949)",False
288,"(-0.9806466102600098, 0.6609282493591309, 0.01862781122326851, -0.009301364421844482, -0.01183118224143982, 0.0002731049433350563, 1.5681077241897583, -0.09971234202384949)","[1, 0]",-2.1422810560050545,"(-1.0100383758544922, 0.5530460476875305, 0.02039846032857895, -0.0029391765594482424, -0.010788220167160035, 0.000177064910531044, 1.6681077480316162, -0.09971234202384949)",False
289,"(-1.0100383758544922, 0.5530460476875305, 0.02039846032857895, -0.0029391765594482424, -0.010788220167160035, 0.000177064910531044, 1.6681077480316162, -0.09971234202384949)","[0, -1]",-2.0595133290038246,"(-0.9970813989639282, 0.4659382402896881, 0.021467499434947968, 0.0012956976890563965, -0.00871078073978424, 0.00010690391063690187, 1.6681077480316162, -0.10669366270303726)",False
290,"(-0.9970813989639282, 0.4659382402896881, 0.021467499434947968, 0.0012956976890563965, -0.00871078073978424, 0.00010690391063690187, 1.6681077480316162, -0.10669366270303726)","[1, 0]",-2.076997538370977,"(-0.9701465368270874, 0.40451550483703613, 0.022200550884008408, 0.0026934862136840823, -0.006142273545265198, 7.330514490604401e-05, 1.7681077718734741, -0.10669366270303726)",False
291,"(-0.9701465368270874, 0.40451550483703613, 0.022200550884008408, 0.0026934862136840823, -0.006142273545265198, 7.330514490604401e-05, 1.7681077718734741, -0.10669366270303726)","[0, 1]",-2.0811820210893113,"(-0.9604034423828125, 0.36633914709091187, 0.023013249039649963, 0.0009743094444274903, -0.003817635774612427, 8.126981556415558e-05, 1.7681077718734741, -0.09971234202384949)",False
292,"(-0.9604034423828125, 0.36633914709091187, 0.023013249039649963, 0.0009743094444274903, -0.003817635774612427, 8.126981556415558e-05, 1.7681077718734741, -0.09971234202384949)","[0, -1]",-1.9518404353141763,"(-0.9925734400749207, 0.3403547704219818, 0.0242451224476099, -0.0032169997692108156, -0.0025984376668930055, 0.0001231873407959938, 1.7681077718734741, -0.10669366270303726)",False
293,"(-0.9925734400749207, 0.3403547704219818, 0.0242451224476099, -0.0032169997692108156, -0.0025984376668930055, 0.0001231873407959938, 1.7681077718734741, -0.10669366270303726)","[1, -1]",-1.9984756714155478,"(-1.073055386543274, 0.3102121651172638, 0.025991171598434448, -0.008048194646835328, -0.003014260530471802, 0.0001746049150824547, 1.868107795715332, -0.11367498338222504)",False
294,"(-1.073055386543274, 0.3102121651172638, 0.025991171598434448, -0.008048194646835328, -0.003014260530471802, 0.0001746049150824547, 1.868107795715332, -0.11367498338222504)","[0, 0]",-2.071928010786273,"(-1.187025785446167, 0.26239174604415894, 0.02805137261748314, -0.011397039890289307, -0.004782041907310486, 0.0002060201019048691, 1.868107795715332, -0.11367498338222504)",False
295,"(-1.187025785446167, 0.26239174604415894, 0.02805137261748314, -0.011397039890289307, -0.004782041907310486, 0.0002060201019048691, 1.868107795715332, -0.11367498338222504)","[-1, 0]",-1.9572269075605968,"(-1.3107399940490723, 0.19255699217319489, 0.030092759057879448, -0.012371420860290527, -0.0069834753870964055, 0.0002041386440396309, 1.7681077718734741, -0.11367498338222504)",False
296,"(-1.3107399940490723, 0.19255699217319489, 0.030092759057879448, -0.012371420860290527, -0.0069834753870964055, 0.0002041386440396309, 1.7681077718734741, -0.11367498338222504)","[1, 0]",-1.7658990629342752,"(-1.4283983707427979, 0.1037096157670021, 0.03188534080982208, -0.011765837669372559, -0.008884737640619278, 0.00017925817519426346, 1.868107795715332, -0.11367498338222504)",False
297,"(-1.4283983707427979, 0.1037096157670021, 0.03188534080982208, -0.011765837669372559, -0.008884737640619278, 0.00017925817519426346, 1.868107795715332, -0.11367498338222504)","[1, 1]",-1.6697920961007058,"(-1.5363173484802246, -0.0015530679374933243, 0.03337014466524124, -0.010791897773742676, -0.010526268370449544, 0.0001484803855419159, 1.96810781955719, -0.10669366270303726)",False
298,"(-1.5363173484802246, -0.0015530679374933243, 0.03337014466524124, -0.010791897773742676, -0.010526268370449544, 0.0001484803855419159, 1.96810781955719, -0.10669366270303726)","[1, 1]",-1.4728485492058025,"(-1.631422996520996, -0.12558355927467346, 0.03450626879930496, -0.00951056480407715, -0.012403049133718015, 0.00011361241340637208, 2.068107843399048, -0.09971234202384949)",False
299,"(-1.631422996520996, -0.12558355927467346, 0.03450626879930496, -0.00951056480407715, -0.012403049133718015, 0.00011361241340637208, 2.068107843399048, -0.09971234202384949)","[-1, 1]",-1.2846586668112263,"(-1.6993911266326904, -0.27207082509994507, 0.035102520138025284, -0.006796813011169434, -0.014648726582527161, 5.9625133872032166e-05, 1.96810781955719, -0.09273102134466171)",False
300,"(-1.6993911266326904, -0.27207082509994507, 0.035102520138025284, -0.006796813011169434, -0.014648726582527161, 5.9625133872032166e-05, 1.96810781955719, -0.09273102134466171)","[0, -1]",-0.9736120655020756,"(-1.7168488502502441, -0.43933650851249695, 0.034839436411857605, -0.0017457723617553711, -0.016726568341255188, -2.6308372616767885e-05, 1.96810781955719, -0.09971234202384949)",False
301,"(-1.7168488502502441, -0.43933650851249695, 0.034839436411857605, -0.0017457723617553711, -0.016726568341255188, -2.6308372616767885e-05, 1.96810781955719, -0.09971234202384949)","[-1, 1]",-0.9221007423802446,"(-1.6635361909866333, -0.6186426877975464, 0.033435557037591934, 0.005331265926361084, -0.017930617928504946, -0.00014038793742656707, 1.868107795715332, -0.09273102134466171)",False
302,"(-1.6635361909866333, -0.6186426877975464, 0.033435557037591934, 0.005331265926361084, -0.017930617928504946, -0.00014038793742656707, 1.868107795715332, -0.09273102134466171)","[1, 0]",-0.700906923863287,"(-1.5290781259536743, -0.7981126308441162, 0.030746297910809517, 0.013445806503295899, -0.017946994304656985, -0.00026892591267824173, 1.96810781955719, -0.09273102134466171)",False
303,"(-1.5290781259536743, -0.7981126308441162, 0.030746297910809517, 0.013445806503295899, -0.017946994304656985, -0.00026892591267824173, 1.96810781955719, -0.09273102134466171)","[1, 1]",-0.8284137244752035,"(-1.3095827102661133, -0.9655486345291138, 0.026720533147454262, 0.021949541568756104, -0.016743600368499756, -0.0004025764763355255, 2.068107843399048, -0.08574970066547394)",False
304,"(-1.3095827102661133, -0.9655486345291138, 0.026720533147454262, 0.021949541568756104, -0.016743600368499756, -0.0004025764763355255, 2.068107843399048, -0.08574970066547394)","[0, 0]",-1.063404300196032,"(-1.0057621002197266, -1.106624960899353, 0.02137209102511406, 0.030382061004638673, -0.014107632637023927, -0.0005348442122340202, 2.068107843399048, -0.08574970066547394)",False
305,"(-1.0057621002197266, -1.106624960899353, 0.02137209102511406, 0.030382061004638673, -0.014107632637023927, -0.0005348442122340202, 2.068107843399048, -0.08574970066547394)","[0, -1]",-1.2941713041437883,"(-0.6318421959877014, -1.203999638557434, 0.014901440590620041, 0.037391990423202515, -0.009737467765808106, -0.0006470650434494019, 2.068107843399048, -0.09273102134466171)",False
306,"(-0.6318421959877014, -1.203999638557434, 0.014901440590620041, 0.037391990423202515, -0.009737467765808106, -0.0006470650434494019, 2.068107843399048, -0.09273102134466171)","[0, 1]",-1.575563249967325,"(-0.22481030225753784, -1.2440286874771118, 0.00783172994852066, 0.04070318937301636, -0.004002904891967774, -0.0007069710642099381, 2.068107843399048, -0.08574970066547394)",False
307,"(-0.22481030225753784, -1.2440286874771118, 0.00783172994852066, 0.04070318937301636, -0.004002904891967774, -0.0007069710642099381, 2.068107843399048, -0.08574970066547394)","[0, -1]",-1.8912794300429123,"(0.16521911323070526, -1.2273458242416382, 0.0008885078132152557, 0.03900294154882431, 0.0016682863235473633, -0.0006943222135305405, 2.068107843399048, -0.09273102134466171)",False
308,"(0.16521911323070526, -1.2273458242416382, 0.0008885078132152557, 0.03900294154882431, 0.0016682863235473633, -0.0006943222135305405, 2.068107843399048, -0.09273102134466171)","[-1, 0]",-2.198638573777013,"(0.5035586953163147, -1.1708059310913086, -0.005393620580434799, 0.033833958208560944, 0.00565398931503296, -0.0006282128393650055, 1.96810781955719, -0.09273102134466171)",False
309,"(0.5035586953163147, -1.1708059310913086, -0.005393620580434799, 0.033833958208560944, 0.00565398931503296, -0.0006282128393650055, 1.96810781955719, -0.09273102134466171)","[0, 0]",-2.3740240925995257,"(0.7919144630432129, -1.0947742462158203, -0.010978516191244125, 0.02883557677268982, 0.007603168487548828, -0.0005584895610809326, 1.96810781955719, -0.09273102134466171)",False
310,"(0.7919144630432129, -1.0947742462158203, -0.010978516191244125, 0.02883557677268982, 0.007603168487548828, -0.0005584895610809326, 1.96810781955719, -0.09273102134466171)","[0, 1]",-2.6165122634211344,"(1.0566577911376953, -1.0063409805297852, -0.01618919149041176, 0.026474332809448244, 0.008843326568603515, -0.0005210675299167633, 1.96810781955719, -0.08574970066547394)",False
311,"(1.0566577911376953, -1.0063409805297852, -0.01618919149041176, 0.026474332809448244, 0.008843326568603515, -0.0005210675299167633, 1.96810781955719, -0.08574970066547394)","[-1, -1]",-2.827206320702464,"(1.3127400875091553, -0.8959671258926392, -0.021214183419942856, 0.025608229637146, 0.0110373854637146, -0.0005024991929531098, 1.868107795715332, -0.09273102134466171)",False
312,"(1.3127400875091553, -0.8959671258926392, -0.021214183419942856, 0.025608229637146, 0.0110373854637146, -0.0005024991929531098, 1.868107795715332, -0.09273102134466171)","[-1, 1]",-2.9856189207814587,"(1.5402379035949707, -0.7520486116409302, -0.025765299797058105, 0.022749781608581543, 0.014391851425170899, -0.000455111637711525, 1.7681077718734741, -0.08574970066547394)",False
313,"(1.5402379035949707, -0.7520486116409302, -0.025765299797058105, 0.022749781608581543, 0.014391851425170899, -0.000455111637711525, 1.7681077718734741, -0.08574970066547394)","[-1, 1]",-3.0884579133053487,"(1.6991585493087769, -0.5783368349075317, -0.029260748997330666, 0.015892064571380617, 0.017371177673339844, -0.000349544920027256, 1.6681077480316162, -0.07876837998628616)",False
314,"(1.6991585493087769, -0.5783368349075317, -0.029260748997330666, 0.015892064571380617, 0.017371177673339844, -0.000349544920027256, 1.6681077480316162, -0.07876837998628616)","[1, 0]",-3.14769245968823,"(1.7671303749084473, -0.3955584168434143, -0.03134509548544884, 0.006797182559967041, 0.018277841806411742, -0.00020843464881181717, 1.7681077718734741, -0.07876837998628616)",False
315,"(1.7671303749084473, -0.3955584168434143, -0.03134509548544884, 0.006797182559967041, 0.018277841806411742, -0.00020843464881181717, 1.7681077718734741, -0.07876837998628616)","[0, -1]",-3.3659719927844147,"(1.7599239349365234, -0.2256498783826828, -0.0321941114962101, -0.0007206439971923829, 0.016990853846073153, -8.49016010761261e-05, 1.7681077718734741, -0.08574970066547394)",False
316,"(1.7599239349365234, -0.2256498783826828, -0.0321941114962101, -0.0007206439971923829, 0.016990853846073153, -8.49016010761261e-05, 1.7681077718734741, -0.08574970066547394)","[0, 0]",-3.476522873226205,"(1.71430504322052, -0.07558592408895493, -0.03229892998933792, -0.004561889171600342, 0.015006395429372788, -1.0481849312782289e-05, 1.7681077718734741, -0.08574970066547394)",False
317,"(1.71430504322052, -0.07558592408895493, -0.03229892998933792, -0.004561889171600342, 0.015006395429372788, -1.0481849312782289e-05, 1.7681077718734741, -0.08574970066547394)","[1, -1]",-3.515140940768794,"(1.6535793542861938, 0.0628620907664299, -0.03198985010385513, -0.006072568893432617, 0.013844801485538483, 3.090798854827881e-05, 1.868107795715332, -0.09273102134466171)",False
318,"(1.6535793542861938, 0.0628620907664299, -0.03198985010385513, -0.006072568893432617, 0.013844801485538483, 3.090798854827881e-05, 1.868107795715332, -0.09273102134466171)","[-1, -1]",-3.686257656603344,"(1.5721931457519531, 0.1991940587759018, -0.031205076724290848, -0.008138620853424072, 0.01363319680094719, 7.847733795642854e-05, 1.7681077718734741, -0.09971234202384949)",False
319,"(1.5721931457519531, 0.1991940587759018, -0.031205076724290848, -0.008138620853424072, 0.01363319680094719, 7.847733795642854e-05, 1.7681077718734741, -0.09971234202384949)","[-1, 0]",-3.681369214747805,"(1.4514504671096802, 0.3321749269962311, -0.029692091047763824, -0.012074267864227295, 0.013298086822032928, 0.00015129856765270234, 1.6681077480316162, -0.09971234202384949)",False
320,"(1.4514504671096802, 0.3321749269962311, -0.029692091047763824, -0.012074267864227295, 0.013298086822032928, 0.00015129856765270234, 1.6681077480316162, -0.09971234202384949)","[0, -1]",-3.598025596788188,"(1.2845796346664429, 0.45125219225883484, -0.02735559269785881, -0.01668708324432373, 0.011907726526260376, 0.0002336498349905014, 1.6681077480316162, -0.10669366270303726)",False
321,"(1.2845796346664429, 0.45125219225883484, -0.02735559269785881, -0.01668708324432373, 0.011907726526260376, 0.0002336498349905014, 1.6681077480316162, -0.10669366270303726)","[-1, 1]",-3.6344616682575013,"(1.0840692520141602, 0.5468797087669373, -0.024371569976210594, -0.020051038265228274, 0.009562751650810242, 0.0002984022721648216, 1.5681077241897583, -0.09971234202384949)",False
322,"(1.0840692520141602, 0.5468797087669373, -0.024371569976210594, -0.020051038265228274, 0.009562751650810242, 0.0002984022721648216, 1.5681077241897583, -0.09971234202384949)","[-1, 1]",-3.4141826324428153,"(0.8686628341674805, 0.6170622706413269, -0.021015070378780365, -0.02154064178466797, 0.007018256187438965, 0.00033564995974302294, 1.4681077003479004, -0.09273102134466171)",False
323,"(0.8686628341674805, 0.6170622706413269, -0.021015070378780365, -0.02154064178466797, 0.007018256187438965, 0.00033564995974302294, 1.4681077003479004, -0.09273102134466171)","[0, -1]",-3.1684832507392984,"(0.6493676900863647, 0.6646774411201477, -0.017462318763136864, -0.021929514408111573, 0.00476151704788208, 0.00035527516156435017, 1.4681077003479004, -0.09971234202384949)",False
324,"(0.6493676900863647, 0.6646774411201477, -0.017462318763136864, -0.021929514408111573, 0.00476151704788208, 0.00035527516156435017, 1.4681077003479004, -0.09971234202384949)","[1, 0]",-3.144612178451544,"(0.4292592406272888, 0.6915770173072815, -0.01377946324646473, -0.022010844945907593, 0.002689957618713379, 0.00036828555166721347, 1.5681077241897583, -0.09971234202384949)",False
325,"(0.4292592406272888, 0.6915770173072815, -0.01377946324646473, -0.022010844945907593, 0.002689957618713379, 0.00036828555166721347, 1.5681077241897583, -0.09971234202384949)","[0, 1]",-3.0889034123344823,"(0.21181730926036835, 0.6970998048782349, -0.010035154409706593, -0.02174419313669205, 0.000552278757095337, 0.0003744308836758137, 1.5681077241897583, -0.09273102134466171)",False
326,"(0.21181730926036835, 0.6970998048782349, -0.010035154409706593, -0.02174419313669205, 0.000552278757095337, 0.0003744308836758137, 1.5681077241897583, -0.09273102134466171)","[0, 1]",-2.8630587551065902,"(0.0043816035613417625, 0.6807670593261719, -0.00635111378505826, -0.02074357056990266, -0.001633274555206299, 0.0003684040624648333, 1.5681077241897583, -0.08574970066547394)",False
327,"(0.0043816035613417625, 0.6807670593261719, -0.00635111378505826, -0.02074357056990266, -0.001633274555206299, 0.0003684040624648333, 1.5681077241897583, -0.08574970066547394)","[0, 0]",-2.6236424496066952,"(-0.18542201817035675, 0.6435810327529907, -0.002853828715160489, -0.018980362173169854, -0.0037186026573181154, 0.0003497285069897771, 1.5681077241897583, -0.08574970066547394)",False
328,"(-0.18542201817035675, 0.6435810327529907, -0.002853828715160489, -0.018980362173169854, -0.0037186026573181154, 0.0003497285069897771, 1.5681077241897583, -0.08574970066547394)","[1, -1]",-2.468602282610385,"(-0.35073578357696533, 0.5862529277801514, 0.0003427579649724066, -0.01653137654066086, -0.005732810497283936, 0.0003196586680132896, 1.6681077480316162, -0.09273102134466171)",False
329,"(-0.35073578357696533, 0.5862529277801514, 0.0003427579649724066, -0.01653137654066086, -0.005732810497283936, 0.0003196586680132896, 1.6681077480316162, -0.09273102134466171)","[1, -1]",-2.4648132590195075,"(-0.47964346408843994, 0.5090175867080688, 0.0030571771785616875, -0.012890768051147462, -0.0077235341072082525, 0.0002714419213589281, 1.7681077718734741, -0.09971234202384949)",False
330,"(-0.47964346408843994, 0.5090175867080688, 0.0030571771785616875, -0.012890768051147462, -0.0077235341072082525, 0.0002714419213589281, 1.7681077718734741, -0.09971234202384949)","[1, 1]",-2.46644548306183,"(-0.5521337389945984, 0.41641765832901, 0.004992362577468157, -0.007249027490615845, -0.009259992837905883, 0.00019351853989064695, 1.868107795715332, -0.09273102134466171)",False
331,"(-0.5521337389945984, 0.41641765832901, 0.004992362577468157, -0.007249027490615845, -0.009259992837905883, 0.00019351853989064695, 1.868107795715332, -0.09273102134466171)","[1, 1]",-2.3051736764166204,"(-0.5508407950401306, 0.32254263758659363, 0.005877428688108921, 0.00012929439544677736, -0.00938750207424164, 8.850661106407642e-05, 1.96810781955719, -0.08574970066547394)",False
332,"(-0.5508407950401306, 0.32254263758659363, 0.005877428688108921, 0.00012929439544677736, -0.00938750207424164, 8.850661106407642e-05, 1.96810781955719, -0.08574970066547394)","[0, -1]",-2.2075934949395015,"(-0.4802975058555603, 0.24862249195575714, 0.005737008526921272, 0.007054328918457031, -0.007392014563083649, -1.4042016118764877e-05, 1.96810781955719, -0.09273102134466171)",False
333,"(-0.4802975058555603, 0.24862249195575714, 0.005737008526921272, 0.007054328918457031, -0.007392014563083649, -1.4042016118764877e-05, 1.96810781955719, -0.09273102134466171)","[-1, -1]",-2.2811658217012076,"(-0.37535640597343445, 0.21180301904678345, 0.0050221639685332775, 0.010494109988212586, -0.0036819472908973696, -7.148445583879948e-05, 1.868107795715332, -0.09971234202384949)",False
334,"(-0.37535640597343445, 0.21180301904678345, 0.0050221639685332775, 0.010494109988212586, -0.0036819472908973696, -7.148445583879948e-05, 1.868107795715332, -0.09971234202384949)","[0, 0]",-2.335325102677401,"(-0.2868177592754364, 0.214008167386055, 0.004425885621458292, 0.008853864669799805, 0.00022051483392715454, -5.962783470749855e-05, 1.868107795715332, -0.09971234202384949)",False
335,"(-0.2868177592754364, 0.214008167386055, 0.004425885621458292, 0.008853864669799805, 0.00022051483392715454, -5.962783470749855e-05, 1.868107795715332, -0.09971234202384949)","[-1, -1]",-2.396201690696417,"(-0.2545834183692932, 0.24088941514492035, 0.00451296754181385, 0.003223434090614319, 0.0026881247758865356, 8.70819203555584e-06, 1.7681077718734741, -0.10669366270303726)",False
336,"(-0.2545834183692932, 0.24088941514492035, 0.00451296754181385, 0.003223434090614319, 0.0026881247758865356, 8.70819203555584e-06, 1.7681077718734741, -0.10669366270303726)","[1, -1]",-2.4504596593555052,"(-0.2906474173069, 0.27122607827186584, 0.005472384858876467, -0.0036063998937606815, 0.00303366631269455, 9.594173170626164e-05, 1.868107795715332, -0.11367498338222504)",False
337,"(-0.2906474173069, 0.27122607827186584, 0.005472384858876467, -0.0036063998937606815, 0.00303366631269455, 9.594173170626164e-05, 1.868107795715332, -0.11367498338222504)","[0, -1]",-2.6025146043187175,"(-0.38276663422584534, 0.2876644432544708, 0.007153988350182772, -0.009211921691894531, 0.001643836498260498, 0.0001681603491306305, 1.868107795715332, -0.12065630406141281)",False
338,"(-0.38276663422584534, 0.2876644432544708, 0.007153988350182772, -0.009211921691894531, 0.001643836498260498, 0.0001681603491306305, 1.868107795715332, -0.12065630406141281)","[1, 0]",-2.642000148015192,"(-0.5090299248695374, 0.2805916965007782, 0.00926488358527422, -0.012626329064369203, -0.0007072746753692627, 0.0002110895235091448, 1.96810781955719, -0.12065630406141281)",False
339,"(-0.5090299248695374, 0.2805916965007782, 0.00926488358527422, -0.012626329064369203, -0.0007072746753692627, 0.0002110895235091448, 1.96810781955719, -0.12065630406141281)","[0, 1]",-2.617772860254635,"(-0.6471160054206848, 0.24580876529216766, 0.011500431224703789, -0.013808608055114746, -0.0034782931208610537, 0.00022355476394295693, 1.96810781955719, -0.11367498338222504)",False
340,"(-0.6471160054206848, 0.24580876529216766, 0.011500431224703789, -0.013808608055114746, -0.0034782931208610537, 0.00022355476394295693, 1.96810781955719, -0.11367498338222504)","[0, 1]",-2.4077702679027637,"(-0.7741259932518005, 0.18239301443099976, 0.013544674962759018, -0.012700998783111574, -0.006341575086116791, 0.00020442437380552292, 1.96810781955719, -0.10669366270303726)",False
341,"(-0.7741259932518005, 0.18239301443099976, 0.013544674962759018, -0.012700998783111574, -0.006341575086116791, 0.00020442437380552292, 1.96810781955719, -0.10669366270303726)","[-1, 0]",-2.181586519228522,"(-0.8658930063247681, 0.0939566045999527, 0.015059149824082851, -0.009176701307296753, -0.008843640983104707, 0.00015144748613238335, 1.868107795715332, -0.10669366270303726)",False
342,"(-0.8658930063247681, 0.0939566045999527, 0.015059149824082851, -0.009176701307296753, -0.008843640983104707, 0.00015144748613238335, 1.868107795715332, -0.10669366270303726)","[0, 0]",-1.9825321914555318,"(-0.9029141664505005, -0.009858301840722561, 0.015762994065880775, -0.0037021160125732424, -0.010381490644067527, 7.03844241797924e-05, 1.868107795715332, -0.10669366270303726)",False
343,"(-0.9029141664505005, -0.009858301840722561, 0.015762994065880775, -0.0037021160125732424, -0.010381490644067527, 7.03844241797924e-05, 1.868107795715332, -0.10669366270303726)","[-1, 1]",-1.8721535960505356,"(-0.8785287737846375, -0.11569081991910934, 0.01554906740784645, 0.002438539266586304, -0.01058325180783868, -2.1392665803432465e-05, 1.7681077718734741, -0.09971234202384949)",False
344,"(-0.8785287737846375, -0.11569081991910934, 0.01554906740784645, 0.002438539266586304, -0.01058325180783868, -2.1392665803432465e-05, 1.7681077718734741, -0.09971234202384949)","[0, 0]",-1.6492550224069162,"(-0.8003005385398865, -0.2116336226463318, 0.014509784989058971, 0.007822823524475098, -0.009594280272722244, -0.00010392824187874795, 1.7681077718734741, -0.09971234202384949)",False
345,"(-0.8003005385398865, -0.2116336226463318, 0.014509784989058971, 0.007822823524475098, -0.009594280272722244, -0.00010392824187874795, 1.7681077718734741, -0.09971234202384949)","[1, -1]",-1.6304332110518909,"(-0.683217465877533, -0.2907431721687317, 0.012847607024013996, 0.011708307266235353, -0.007910954952239991, -0.00016621779650449753, 1.868107795715332, -0.10669366270303726)",False
346,"(-0.683217465877533, -0.2907431721687317, 0.012847607024013996, 0.011708307266235353, -0.007910954952239991, -0.00016621779650449753, 1.868107795715332, -0.10669366270303726)","[1, 1]",-1.8103526816711575,"(-0.5418676733970642, -0.35069581866264343, 0.010766344144940376, 0.014134979248046875, -0.005995264649391175, -0.000208126287907362, 1.96810781955719, -0.09971234202384949)",False
347,"(-0.5418676733970642, -0.35069581866264343, 0.010766344144940376, 0.014134979248046875, -0.005995264649391175, -0.000208126287907362, 1.96810781955719, -0.09971234202384949)","[1, 1]",-1.8887088032644972,"(-0.38714542984962463, -0.3916754126548767, 0.008422814309597015, 0.015472224354743958, -0.004097959399223328, -0.0002343529835343361, 2.068107843399048, -0.09273102134466171)",False
348,"(-0.38714542984962463, -0.3916754126548767, 0.008422814309597015, 0.015472224354743958, -0.004097959399223328, -0.0002343529835343361, 2.068107843399048, -0.09273102134466171)","[0, 1]",-2.017457442728339,"(-0.2257707118988037, -0.41480597853660583, 0.005918103735893965, 0.016137471795082094, -0.0023130565881729127, -0.00025047105737030506, 2.068107843399048, -0.08574970066547394)",False
349,"(-0.2257707118988037, -0.41480597853660583, 0.005918103735893965, 0.016137471795082094, -0.0023130565881729127, -0.00025047105737030506, 2.068107843399048, -0.08574970066547394)","[0, 1]",-2.088535605710037,"(-0.06001102551817894, -0.4204431176185608, 0.003291431115940213, 0.016575968638062478, -0.0005637139081954957, -0.00026266726199537517, 2.068107843399048, -0.07876837998628616)",False
350,"(-0.06001102551817894, -0.4204431176185608, 0.003291431115940213, 0.016575968638062478, -0.0005637139081954957, -0.00026266726199537517, 2.068107843399048, -0.07876837998628616)","[-1, 1]",-2.180235692029062,"(0.10898417979478836, -0.40548276901245117, 0.0005627000937238336, 0.01689952053129673, 0.001496034860610962, -0.000272873102221638, 1.96810781955719, -0.07178705930709839)",False
351,"(0.10898417979478836, -0.40548276901245117, 0.0005627000937238336, 0.01689952053129673, 0.001496034860610962, -0.000272873102221638, 1.96810781955719, -0.07178705930709839)","[-1, -1]",-2.193026131157208,"(0.27053502202033997, -0.36293020844459534, -0.0021208578255027533, 0.016155084222555162, 0.004255256056785584, -0.0002683557919226587, 1.868107795715332, -0.07876837998628616)",False
352,"(0.27053502202033997, -0.36293020844459534, -0.0021208578255027533, 0.016155084222555162, 0.004255256056785584, -0.0002683557919226587, 1.868107795715332, -0.07876837998628616)","[1, -1]",-2.287171502454687,"(0.3942442536354065, -0.2884293794631958, -0.004335390869528055, 0.012370923161506654, 0.007450082898139954, -0.0002214533044025302, 1.96810781955719, -0.08574970066547394)",False
353,"(0.3942442536354065, -0.2884293794631958, -0.004335390869528055, 0.012370923161506654, 0.007450082898139954, -0.0002214533044025302, 1.96810781955719, -0.08574970066547394)","[1, -1]",-2.5587610649428325,"(0.43725913763046265, -0.19160059094429016, -0.005466236267238855, 0.004301488399505615, 0.009682878851890564, -0.00011308453977108002, 2.068107843399048, -0.09273102134466171)",False
354,"(0.43725913763046265, -0.19160059094429016, -0.005466236267238855, 0.004301488399505615, 0.009682878851890564, -0.00011308453977108002, 2.068107843399048, -0.09273102134466171)","[-1, 0]",-2.7821146252463382,"(0.3745102286338806, -0.10078981518745422, -0.005120082292705774, -0.006274890899658204, 0.009081077575683594, 3.4615397453308105e-05, 1.96810781955719, -0.09273102134466171)",False
